RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts
477,15798888,Pisano,605,Germany,Female,31,1,117992.59,1
478,15809722,Ankudinov,611,France,Female,40,8,100812.33,2
479,15677538,Nwokike,569,France,Male,38,7,0,1
480,15797736,Smith,658,France,Male,29,4,80262.6,1
481,15695585,Atkins,788,Spain,Male,34,6,156478.62,1
482,15744398,Burns,525,France,Female,23,5,0,2
483,15750658,Obiuto,798,France,Male,37,8,0,3
484,15578186,Pirozzi,486,Germany,Male,37,9,115217.99,2
485,15676519,George,615,Spain,Male,61,9,0,2
486,15637954,Lewis,730,France,Female,35,0,155470.55,1
487,15758639,Moran,641,France,Male,37,7,0,2
488,15613772,Dalrymple,542,France,Male,39,3,135096.77,1
489,15731744,Carslaw,692,France,Male,30,2,0,2
490,15807709,Kirby,714,Germany,Female,55,9,180075.22,1
491,15714689,Houghton,591,Spain,Male,29,1,97541.24,1
492,15699005,Martin,710,France,Female,41,2,156067.05,1
493,15624170,Tan,639,France,Female,38,4,81550.94,2
494,15725679,Hsia,531,France,Female,47,6,0,1
495,15585865,Westerberg,673,France,Female,38,2,170061.92,2
496,15804256,Hale,765,Germany,Male,36,8,92310.54,2
497,15662403,Kryukova,622,France,Female,32,6,169089.38,2
498,15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1
499,15591995,Barry,757,Germany,Male,26,8,121581.56,2
500,15677020,Selezneva,570,France,Female,58,8,0,1
501,15727688,Chizuoke,555,Spain,Male,32,4,0,2
502,15715941,Lueck,692,France,Male,54,5,0,2
503,15714485,Udinese,774,France,Male,60,5,85891.55,1
504,15730059,Udobata,638,Spain,Male,44,9,77637.35,2
505,15715527,Freeman,543,Spain,Female,41,4,0,1
506,15576623,Outlaw,584,France,Male,31,5,0,2
507,15805565,Obiuto,691,Germany,Male,30,7,116927.89,1
508,15677307,Lo,684,Germany,Female,40,6,137326.65,1
509,15773890,Okechukwu,733,France,Male,22,5,0,2
510,15598883,King,599,Spain,Female,37,2,0,2
511,15568506,Forbes,524,Germany,Female,31,10,67238.98,2
512,15761043,Macleod,632,Germany,Female,38,6,86569.76,2
513,15782236,Gibbs,735,Spain,Male,34,5,0,2
514,15593601,Isayev,734,France,Male,34,6,133598.4,1
515,15682048,Pisano,605,France,Female,51,3,136188.78,1
516,15746902,Belstead,793,Spain,Male,38,9,0,2
517,15752081,Vassiliev,468,France,Female,56,10,0,3
518,15781307,Schneider,779,Germany,Male,37,7,120092.52,2
519,15775912,Mazzanti,698,France,Male,48,4,101238.24,2
520,15745417,Knipe,707,France,Male,58,6,89685.92,1
521,15671256,Macartney,850,France,Female,35,1,211774.31,1
522,15653547,Madukwe,850,France,Male,56,7,131317.48,1
523,15595766,Watts,527,Spain,Male,37,5,93722.73,2
524,15742358,Humphreys,696,Germany,Male,32,8,101160.99,1
525,15763274,Wu,661,France,Male,48,3,120320.54,1
526,15786063,Chin,776,France,Female,31,2,0,2
527,15600258,Chesnokova,701,France,Male,43,2,0,2
528,15573318,Kung,610,France,Male,26,8,0,2
529,15653849,Lu,572,Germany,Female,48,3,152827.99,1
530,15694272,Nkemakolam,673,France,Male,30,1,64097.75,1
531,15736112,Walton,519,Spain,Female,57,2,119035.35,2
532,15749851,Brookes,702,Spain,Female,26,4,135219.57,1
533,15663478,Baldwin,729,France,Male,32,6,93694.42,1
534,15592300,Mai,543,Spain,Male,35,10,59408.63,1
535,15567832,Shih,550,France,Female,40,7,114354.95,1
536,15776780,He,608,France,Male,59,1,0,1
537,15592846,Fiorentini,639,Germany,Male,35,10,128173.9,2
538,15739803,Lucciano,686,Spain,Male,34,9,0,2
539,15794142,Ferreira,564,Germany,Female,62,5,114931.35,3
540,15762729,Ukaegbunam,745,Germany,Female,28,1,111071.36,1
541,15667896,De Luca,833,France,Male,37,8,151226.18,2
542,15626578,Milne,622,France,Male,26,9,0,2
543,15776223,Davide,597,France,Female,42,4,64740.12,1
544,15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1
545,15802593,Little,504,France,Female,49,7,0,3
546,15615457,Burns,842,Spain,Female,44,2,112652.08,2
547,15708916,Paterson,587,France,Male,38,0,0,2
548,15720187,Han,479,Germany,Female,30,7,143964.36,2
549,15595440,Kryukova,508,France,Male,49,7,122451.46,2
550,15600651,Ijendu,749,France,Male,24,1,0,3
551,15750141,Reichard,721,Germany,Female,36,3,65253.07,2
552,15657284,Day,674,Germany,Male,47,6,106901.94,1
553,15763063,Price,685,Spain,Female,25,10,128509.63,1
554,15709324,Bruce,417,France,Male,34,7,0,2
555,15711309,Sumrall,574,Germany,Male,33,3,129834.67,1
556,15775318,Lu,590,Spain,Female,51,3,154962.99,3
557,15705515,Lazarev,587,Germany,Male,40,5,138241.9,2
558,15634844,Miller,598,Germany,Male,41,3,91536.93,1
559,15717046,Wentworth-Shields,741,Spain,Male,53,3,0,2
560,15571816,Ritchie,850,Spain,Female,70,5,0,1
561,15670080,Mackenzie,584,Germany,Female,29,7,105204.01,1
562,15800440,Power,650,Spain,Male,61,1,152968.73,1
563,15665678,Tan,607,Spain,Male,36,8,158261.68,1
564,15665956,Pendergrass,509,France,Female,46,1,0,1
565,15788126,Evans,689,Spain,Female,38,6,121021.05,1
566,15811773,Hsia,543,France,Male,36,4,0,2
567,15651674,Billson,438,Spain,Female,54,2,0,1
568,15689614,Teng,687,Spain,Female,63,1,137715.66,1
569,15795564,Moretti,737,Germany,Male,31,5,121192.22,2
570,15706647,Jordan,761,France,Male,31,7,0,3
571,15728505,Ts'ao,601,France,Male,44,1,100486.18,2
572,15730076,Osborne,651,France,Male,45,1,0,1
573,15622003,Carslaw,745,France,Male,35,9,92566.53,2
574,15607312,Ch'ang,648,Spain,Female,49,10,0,2
575,15644753,Hung,848,Spain,Male,40,3,110929.96,1
576,15653620,Gordon,546,France,Female,27,8,0,2
577,15761986,Obialo,439,Spain,Female,32,3,138901.61,1
578,15633922,Gray,755,France,Male,30,4,123217.66,2
579,15734674,Lin,593,France,Female,41,6,0,1
580,15658032,Hopkins,701,France,Male,39,2,0,2
581,15692671,Dobson,701,Spain,Male,36,8,0,2
582,15737741,McKay,607,Spain,Female,33,2,108431.87,2
583,15576352,Revell,586,Spain,Female,57,3,0,2
584,15753719,Rickards,547,Germany,Female,30,9,72392.41,1
585,15803689,Begum,647,Germany,Female,51,1,119741.77,2
586,15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1
587,15722010,Zuyev,621,Spain,Male,53,9,170491.84,1
588,15680998,Nwankwo,725,France,Male,44,5,0,1
589,15614782,Hao,526,France,Male,36,1,0,1
590,15591047,Ma,519,Spain,Female,47,6,157296.02,2
591,15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1
592,15604044,Mitchell,700,France,Male,38,8,134811.3,1
593,15679587,Chan,666,France,Female,34,9,115897.12,1
594,15775153,Buchi,630,Spain,Male,32,4,82034,1
595,15603925,Greco,779,Spain,Female,26,4,174318.13,2
596,15680970,Lombardi,611,Germany,Female,41,2,114206.84,1
597,15697183,Uchenna,685,Spain,Male,43,9,0,2
598,15567446,Coffman,646,Germany,Male,39,9,111574.41,1
599,15637476,Alexandrova,683,Germany,Female,57,5,162448.69,1
600,15714939,Fallaci,484,Germany,Female,34,4,148249.54,1
601,15683503,Hudson,601,France,Female,43,8,0,3
602,15645569,Mai,762,Spain,Female,26,7,123709.46,2
603,15782569,Stout,687,France,Female,72,9,0,1
604,15592387,Burke,566,France,Male,30,5,0,1
605,15609286,Chadwick,702,France,Male,37,10,150525.8,1
606,15814035,Lawrence,601,France,Male,29,9,0,1
607,15661249,Bellucci,699,France,Male,53,4,0,2
608,15629117,Harper,584,France,Male,28,10,0,2
609,15607170,Boyle,699,France,Male,35,5,0,2
610,15586585,Duncan,698,Germany,Female,51,2,111018.98,1
611,15686611,Moss,495,France,Male,30,10,129755.99,1
612,15603203,Avdeyeva,650,France,Female,27,6,0,2
613,15619857,Crawford,605,France,Female,64,2,129555.7,1
614,15805062,Lynton,667,Spain,Male,38,1,87202.38,1
615,15660271,Duncan,688,Germany,Male,26,8,146133.39,1
616,15745295,Gether,727,Spain,Female,31,0,0,1
617,15719352,Davidson,754,Spain,Male,39,6,170184.99,2
618,15766575,Larionova,612,Germany,Female,62,8,140745.33,1
619,15594594,Loggia,546,Spain,Male,42,7,139070.51,1
620,15646161,Steinhoff,673,Spain,Female,37,8,0,2
621,15682585,Guerra,593,France,Male,35,9,114193.24,1
622,15603134,Pai,656,Spain,Female,40,10,167878.5,1
623,15636444,Craig,535,Germany,Female,53,5,141616.55,2
624,15773456,Lazareva,678,Germany,Male,36,3,145747.67,2
625,15745307,Ch'iu,477,Spain,Female,48,2,129120.64,1
626,15604119,Alderete,850,Spain,Male,35,7,110349.82,1
627,15626900,Kung,427,France,Male,29,1,141325.56,1
628,15605447,Palermo,752,France,Male,49,2,78653.84,1
629,15589030,Ts'ai,649,France,Male,47,1,0,2
630,15692463,Rahman,799,Spain,Female,28,3,142253.65,1
631,15712403,McMillan,589,France,Female,61,1,0,1
632,15811762,Pickering,583,Germany,Female,54,6,115988.86,1
633,15718673,Mirams,839,Spain,Female,33,10,75592.43,1
634,15724282,Tsao,540,Germany,Male,44,3,164113.04,2
635,15738181,Douglas,850,France,Male,31,6,67996.23,2
636,15633648,Jideofor,696,Spain,Female,51,5,0,2
637,15603323,Bell,660,Spain,Female,33,1,0,2
638,15583725,Mairinger,682,France,Male,48,1,138778.15,1
639,15588350,McIntyre,744,France,Female,43,10,147832.15,1
640,15798398,Pagnotto,785,France,Female,36,4,135438.4,1
641,15784844,K'ung,752,Spain,Male,48,5,116060.08,1
642,15580684,Feng,706,France,Female,29,5,112564.62,1
643,15809663,Donaldson,583,France,Female,27,1,125406.58,1
644,15640078,Chambers,660,Germany,Female,39,5,135134.99,1
645,15698786,Marcelo,819,France,Female,39,9,133102.92,1
646,15569807,Ejimofor,673,France,Female,34,8,42157.08,1
647,15730830,Dale,752,France,Female,30,3,0,2
648,15805112,Pokrovsky,578,France,Male,38,7,82259.29,1
649,15633064,Stonebraker,438,France,Female,36,4,0,2
650,15703119,Liang,652,France,Male,38,6,0,2
651,15730447,Anderson,629,France,Female,49,4,0,2
652,15813850,Christian,720,France,Male,52,7,0,1
653,15711889,Mao,668,France,Male,42,3,150461.07,1
654,15664610,Campbell,459,Germany,Male,48,4,133994.52,1
655,15751710,Ginikanwa,729,Spain,Male,31,8,164870.81,2
656,15692926,Toscani,498,Germany,Male,25,8,121702.73,1
657,15813741,Nnachetam,549,Spain,Male,25,6,193858.2,1
658,15698474,Sagese,601,Germany,Female,54,1,131039.97,2
659,15568595,Fleming,544,France,Male,64,9,113829.45,1
660,15603065,Grubb,751,France,Female,30,6,0,2
661,15592937,Napolitani,632,Germany,Female,41,3,81877.38,1
662,15699637,Anenechi,694,Spain,Male,57,8,116326.07,1
663,15667215,Chandler,678,France,Male,31,2,0,2
664,15788659,Howells,695,France,Male,46,4,0,2
665,15763218,Akeroyd,661,France,Female,41,1,0,2
666,15645772,Onwumelu,661,France,Male,33,9,0,2
667,15725511,Wallace,559,France,Female,31,3,127070.73,1
668,15575024,Uwaezuoke,503,France,Male,29,3,0,2
669,15640825,Loyau,695,Spain,Male,46,3,122549.64,1
670,15662397,Small,640,France,Female,42,5,176099.13,1
671,15576368,Bledsoe,624,Germany,Female,48,3,122388.38,2
672,15674991,Kao,667,France,Male,42,9,0,2
673,15721024,Wickens,642,France,Male,26,0,0,1
674,15745621,Wertheim,640,Spain,Female,32,6,118879.35,2
675,15642394,He,529,Spain,Male,35,5,0,2
676,15754605,Jarvis,563,France,Female,39,5,0,2
677,15607040,P'an,593,Spain,Female,38,4,88736.44,2
678,15715142,Repina,739,Germany,Male,45,7,102703.62,1
679,15810978,Pugliesi,788,Spain,Female,70,1,0,2
680,15668886,Blakey,684,Spain,Female,38,3,0,2
681,15780804,Nucci,482,France,Male,55,5,97318.25,1
682,15613880,Higinbotham,591,Spain,Male,58,5,128468.69,1
683,15775238,Achebe,651,Germany,Female,41,4,133432.59,1
684,15786905,Russo,749,Germany,Female,40,8,141782.57,2
685,15747867,Trevisani,583,France,Male,24,9,135125.28,1
686,15600337,Dobie,661,Spain,Male,42,2,178820.91,1
687,15801277,Maccallum,715,France,Female,31,2,112212.14,2
688,15579334,Watkins,769,Germany,Female,45,5,126674.81,1
689,15802741,Mitchel,625,France,Female,51,7,136294.97,1
690,15720649,Ferdinand,641,France,Female,36,5,66392.64,1
691,15589493,Otitodilinna,716,Germany,Male,27,1,122552.34,2
692,15688251,Mamelu,767,France,Male,43,1,76408.85,2
693,15665238,Beneventi,745,Germany,Male,36,8,145071.24,1
694,15740900,Perrodin,589,France,Male,34,6,0,2
695,15681068,Chinagorom,796,France,Female,45,2,109730.22,1
696,15748625,Napolitano,664,France,Male,57,6,0,2
697,15727299,Edgar,445,Spain,Male,62,1,64119.38,1
698,15620204,Walker,543,Germany,Female,57,1,106138.33,2
699,15669516,Steele,746,Spain,Male,36,2,0,2
700,15736534,Elkins,742,Germany,Male,33,0,181656.51,1
701,15803457,Hao,750,France,Female,32,5,0,2
702,15659098,Toscano,669,France,Male,30,7,95128.86,1
703,15603436,Savage,594,Spain,Female,49,2,126615.94,2
704,15566292,Okwuadigbo,574,Spain,Male,36,1,0,2
705,15808621,Mordvinova,659,Germany,Male,36,2,76190.48,2
706,15580148,Welch,750,Germany,Male,40,5,168286.81,3
707,15776231,Kent,626,Germany,Male,35,4,88109.81,1
708,15773809,Campbell,620,France,Male,42,4,0,2
709,15649423,Cooper,580,France,Female,35,8,0,2
710,15734886,Mazzi,686,France,Female,34,3,123971.51,2
711,15722548,Fisher,540,France,Male,48,0,148116.48,1
712,15650288,Summers,634,Germany,Male,35,6,116269.01,1
713,15629448,Brady,632,Spain,Male,38,1,120599.21,1
714,15716164,Nicholls,501,France,Female,41,3,144260.5,1
715,15807609,Yuan,650,Spain,Female,25,3,86605.5,3
716,15578977,Robinson,786,France,Male,34,9,0,2
717,15677369,Golubov,554,Germany,Female,37,4,58629.97,1
718,15804072,Chen,701,Spain,Female,42,5,0,2
719,15696859,Oldham,474,France,Male,45,10,0,2
720,15653780,Kambinachi,621,France,Female,43,5,0,1
721,15721658,Fleming,672,Spain,Female,56,2,209767.31,2
722,15578761,Cunningham,459,Spain,Female,42,6,129634.25,2
723,15736879,Obinna,669,France,Male,23,1,0,2
724,15571973,Chinwemma,776,France,Female,38,2,169824.46,1
725,15626742,Carpenter,694,France,Male,36,3,97530.25,1
726,15672692,Yin,787,France,Female,42,10,145988.65,2
727,15673570,Olsen,580,France,Male,37,9,0,2
728,15767432,Ts'ai,711,France,Female,25,7,0,3
729,15654238,Jen,673,France,Female,40,5,137494.28,1
730,15612525,Preston,499,France,Female,57,1,0,1
731,15812750,Ozioma,591,France,Male,24,6,147360,1
732,15790757,Cody,769,France,Female,25,10,0,2
733,15723873,Ponomarev,657,Spain,Male,31,3,125167.02,1
734,15744607,Martin,738,Germany,Male,43,9,121152.05,2
735,15612966,Milani,545,Germany,Female,60,7,128981.07,1
736,15784209,Tang,497,France,Male,47,6,0,1
737,15794278,Romani,816,Spain,Male,67,6,151858.98,1
738,15766741,McIntyre,525,France,Male,36,2,114628.4,1
739,15661036,Davis,725,France,Male,46,6,0,2
740,15705639,Onyemauchechukwu,692,France,Female,28,8,95059.02,2
741,15637414,Gell,618,France,Female,24,7,128736.39,1
742,15716835,Rossi,546,France,Male,24,8,156325.38,1
743,15696231,Chiwetelu,635,France,Male,29,7,105405.97,1
744,15641675,Kirillova,611,France,Female,49,2,88915.37,3
745,15670755,Shaw,650,France,Male,60,8,0,2
746,15640059,Smith,606,France,Male,40,5,0,2
747,15787619,Hsieh,844,France,Male,18,2,160980.03,1
748,15587535,Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1
749,15813034,Martin,727,Spain,Male,38,2,62276.99,1
750,15698839,Okwudilichukwu,460,Germany,Male,46,4,127559.97,2
751,15790314,Onuoha,649,France,Male,41,0,0,2
752,15634245,Muecke,758,Germany,Female,47,9,95523.16,1
753,15677305,Hsieh,490,France,Female,35,7,107749.03,1
754,15661526,Anderson,815,Germany,Male,37,2,110777.26,2
755,15685997,Azubuike,838,Spain,Female,39,5,166733.92,2
756,15660101,Nnonso,803,France,Male,31,9,157120.86,2
757,15637979,Fuller,664,Germany,Female,36,2,127160.78,2
758,15815364,Ashley,736,Spain,Female,28,2,0,2
759,15647099,Ts'ui,633,France,Female,37,9,156091.97,1
760,15625944,Buccho,664,France,Male,58,5,98668.18,1
761,15583212,Chidozie,600,France,Female,43,5,134022.06,1
762,15582741,Maclean,693,France,Female,35,5,124151.09,1
763,15637876,Burns,663,Germany,Female,36,6,77253.5,1
764,15622750,Chu,742,Germany,Female,21,1,114292.48,1
765,15672056,Kenenna,710,Germany,Male,43,2,140080.32,3
766,15812351,Beluchi,710,Spain,Female,27,2,135277.96,1
767,15810864,Williamson,700,France,Female,82,2,0,2
768,15677921,Bobrov,720,Germany,Male,60,9,115920.62,2
769,15724296,Kerr,684,Spain,Male,41,2,119782.72,2
770,15685329,McKenzie,531,France,Female,63,1,114715.71,1
771,15584091,Pitts,742,Germany,Female,36,2,129748.54,2
772,15640442,Standish,717,France,Male,31,4,129722.57,1
773,15639314,Cartwright,589,France,Male,32,2,0,2
774,15685320,Johnstone,767,France,Male,36,3,139180.2,1
775,15789158,Nikitina,636,Germany,Male,49,6,113599.74,2
776,15752137,McElroy,648,France,Male,33,7,134944,1
777,15712551,Shen,622,Germany,Female,58,7,116922.25,1
778,15628936,Archer,692,Spain,Male,28,9,118945.09,1
779,15797227,Otutodilinna,754,France,Male,28,8,0,2
780,15769974,Shih,679,Spain,Female,35,8,119182.73,1
781,15737051,Denisov,639,France,Male,27,8,0,2
782,15585595,Owens,774,France,Female,28,1,71264.02,2
783,15654060,P'eng,517,France,Male,41,2,0,2
784,15745196,Verco,571,France,Female,35,8,0,2
785,15571221,Bergamaschi,747,Germany,Male,58,7,116313.57,1
786,15660155,Lorenzo,792,Spain,Male,36,5,92140.15,1
787,15605284,Outtrim,688,France,Male,26,1,0,2
788,15694366,Hou,714,Germany,Male,42,2,177640.09,1
789,15600739,Galkin,562,Spain,Female,35,0,0,2
790,15653253,Pagnotto,704,Spain,Male,48,8,167997.6,1
791,15763431,Echezonachukwu,698,France,Male,36,2,82275.35,2
792,15643696,Young,611,France,Male,49,3,0,2
793,15707473,Summers,850,Germany,Female,48,6,111962.99,1
794,15769504,Munro,743,Germany,Female,34,1,131736.88,1
795,15776807,Brennan,654,France,Male,29,1,0,1
796,15686870,Ball,761,Germany,Male,36,8,108239.11,2
797,15668747,Virgo,702,France,Female,46,9,98444.19,1
798,15766908,Trevisani,488,Germany,Male,32,3,114540.38,1
799,15570134,Padovano,683,France,Female,35,6,187530.66,2
800,15567367,Tao,601,Germany,Female,42,9,133636.16,1
801,15747542,Perez,605,France,Male,52,7,0,2
802,15762238,Fraser,671,Germany,Female,44,0,84745.03,2
803,15681554,Alley,614,Germany,Female,31,7,120599.38,2
804,15712825,Howells,511,Spain,Female,29,9,0,2
805,15640280,Cameron,850,France,Male,39,4,127771.35,2
806,15756026,Hooper,790,Spain,Female,46,9,0,1
807,15613319,Rice,793,France,Female,33,0,0,1
808,15798906,Cox,628,France,Male,69,5,0,2
809,15708917,Martin,598,Germany,Male,53,10,167772.96,1
810,15778463,Ikenna,657,France,Female,37,6,95845.6,1
811,15699430,Davide,618,France,Female,35,10,0,2
812,15649992,Alexander,681,Spain,Male,65,7,134714.7,2
813,15578980,Piazza,516,Spain,Female,33,3,0,2
814,15775306,Ni,421,Germany,Male,28,8,122384.22,3
815,15641655,Black,700,France,Female,26,2,0,2
816,15619708,Harker,745,France,Male,25,5,157993.15,2
817,15734565,Hughes,696,France,Male,29,8,0,2
818,15806438,Chiabuotu,580,Germany,Female,42,2,123331.36,1
819,15591969,Kuo,497,Spain,Male,27,9,75263.16,1
820,15747807,Gallagher,720,France,Female,43,6,137824.03,2
821,15596939,Calabresi,659,Germany,Male,36,4,132578.92,2
822,15716155,Shaw,841,France,Female,36,5,156021.31,1
823,15765311,Zhirov,642,Spain,Male,34,8,0,1
824,15757811,Lloyd,732,Spain,Female,69,9,137453.43,1
825,15603830,Palmer,600,Spain,Male,36,4,0,2
826,15660602,Ch'eng,464,Germany,Male,33,8,164284.72,2
827,15660535,Avent,680,France,Female,47,5,0,2
828,15666633,Huang,758,Spain,Male,56,1,0,2
829,15596914,Shaw,630,Germany,Female,31,2,112373.49,2
830,15639788,Yuan,577,France,Female,39,10,0,2
831,15695846,Hawkins,684,France,Female,34,6,0,2
832,15726234,Trentini,708,Spain,Female,41,5,0,1
833,15797964,Cameron,732,Germany,Female,29,1,154333.82,1
834,15625881,Koehler,634,Germany,Male,37,3,111432.77,2
835,15780628,Wu,633,France,Female,30,6,0,2
836,15575883,Manna,559,France,Male,34,2,137390.11,2
837,15585036,Okoli,694,Spain,Female,37,3,0,2
838,15589488,Ch'eng,686,Germany,Female,56,5,111642.08,1
839,15585888,Nwokezuike,553,Spain,Female,48,3,0,1
840,15727915,Artemiev,507,France,Male,36,4,83543.37,1
841,15707567,Esposito,732,Germany,Male,50,6,145338.76,1
842,15737792,Abbie,818,France,Female,31,1,186796.37,1
843,15599433,Fanucci,660,Germany,Male,35,8,58641.43,1
844,15672012,Jen,773,Spain,Female,41,5,0,1
845,15806983,Moss,640,France,Male,44,3,137148.68,1
846,15592222,Lo,505,France,Male,49,7,80001.23,1
847,15608968,Averyanov,714,Germany,Male,21,6,86402.52,2
848,15586959,Unaipon,468,France,Female,42,5,0,2
849,15646558,Clamp,611,Spain,Male,51,1,122874.74,1
850,15725811,Lim,705,France,Male,25,0,97544.29,1
851,15572265,Wu,646,Germany,Male,46,1,170826.55,2
852,15794048,Wan,667,Germany,Female,48,1,97133.92,2
853,15677610,Chambers,511,Germany,Female,41,8,153895.65,1
854,15745012,Pettit,653,France,Female,43,6,0,2
855,15601589,Baresi,675,France,Female,57,8,0,2
856,15686436,Newbery,523,Spain,Male,32,4,0,2
857,15693864,Iheanacho,567,Germany,Female,49,5,134956.02,1
858,15760550,Duncan,741,Spain,Male,39,7,143637.58,2
859,15686137,Barry,456,Spain,Male,32,9,147506.25,1
860,15809087,Landry,598,France,Male,64,1,0,2
861,15807663,McGregor,667,France,Male,43,8,190227.46,1
862,15809100,Nucci,548,France,Female,32,2,172448.77,1
863,15794916,Pirogov,725,France,Male,41,7,113980.21,1
864,15614215,Oguejiofor,717,France,Male,53,6,0,2
865,15805449,Ugochukwu,594,France,Male,38,4,0,2
866,15686983,Rohu,678,Germany,Female,25,10,76968.12,2
867,15808017,Cary,545,France,Male,38,1,88293.13,2
868,15756804,O'Loghlen,636,France,Female,48,1,170833.46,1
869,15646810,Quinn,603,Germany,Male,44,6,108122.39,2
870,15710424,Page,435,France,Male,36,4,0,1
871,15799422,Evans,535,France,Female,40,8,0,1
872,15692750,McGregor,629,Germany,Female,45,7,129818.39,3
873,15794549,Andrews,722,France,Female,35,2,163943.89,2
874,15803764,Stanley,561,France,Male,28,7,0,2
875,15674840,Chiazagomekpere,645,France,Female,38,5,101430.3,2
876,15653762,Chidiebele,501,France,Female,39,9,117301.66,1
877,15581229,Gregory,502,Germany,Female,32,1,173340.83,1
878,15800228,Bednall,652,Spain,Female,42,4,0,2
